Object Number,Object ID,Department,AccessionYear,Object Name,Culture,Artist Display Name,Artist Nationality,Object Begin Date,Object End Date,Credit Line,Country,Classification
1995.417,42118,Asian Art,1995.0,Group,China,,,1500,1699,"Purchase, Gifts from various donors, in honor of Douglas Dillon, 1995",,Sculpture
"42.90.39a, b",42119,Asian Art,1942.0,Figure,China,,,1700,1799,"Gift of Ellen Barker, 1942",,Sculpture
42.90.71,42120,Asian Art,1942.0,Figure,China,,,1700,1799,"Gift of Ellen Barker, 1942",,Sculpture
08.212.2,42121,Asian Art,1908.0,Cup,China,,,1700,1799,"Gift of J. Pierpont Morgan, 1908",,Horn
25.109.1,42122,Asian Art,1925.0,Panel,China,,,1700,1799,"Gift of Mrs. John F. Seaman, 1925",,Textiles-Tapestries
1986.143,42123,Asian Art,1986.0,Back and Sleeve of a Dragon Robe,China,,,1573,1620,"Purchase, Mrs. Vincent Astor, Jeanie Cayne, Robert Hatfield Ellsworth, Joseph E. Hotung, Dr. and Mrs. John C. Weber and Anonymous Gifts, 1986",,Textiles-Embroidered
"51.93a, b",42124,Asian Art,1951.0,Figure,China,,,600,699,"Fletcher Fund, 1951",,Tomb Pottery
2015.500.5.20a–c,42125,Asian Art,2015.0,Figurines,China,,,1700,1799,"Gift of Florence and Herbert Irving, 2015",,Hardstone
02.18.400,42126,Asian Art,1902.0,Vase,China,,,1777,1833,"Gift of Heber R. Bishop, 1902",,Jade
02.18.580,42127,Asian Art,1902.0,Table screen,China,,,1736,1795,"Gift of Heber R. Bishop, 1902",,Jade
"04.6.10a, b",42129,Asian Art,1904.0,Box,China,,,1700,1799,"The F.O. Matthiessen Collection, Gift of Mrs. Emma Matthiessen, in memory of her husband, 1903",,Jade
02.18.348a–c,42130,Asian Art,1902.0,Finial,China,,,-206,220,"Gift of Heber R. Bishop, 1902",,Jade
"65.86.90a, b",42131,Asian Art,1965.0,Cup,China,,,1700,1799,"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin, 1965",,Jade
"65.86.66a, b",42132,Asian Art,1965.0,Incense burner,China,,,1700,1799,"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin, 1965",,Jade
"52.212a, b",42133,Asian Art,1952.0,Oil lamp,China,,,1700,1799,"Gift of Mrs. William H. Moore, 1952",,Jade
58.64.2,42134,Asian Art,1958.0,Wrist rest,China,,,1736,1795,"Gift of A. W. Bahr, 1958",,Bamboo
02.18.706,42135,Asian Art,1902.0,Brush washer,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
"29.110.27a, b",42136,Asian Art,1929.0,Incense burner,China,,,1500,1599,"Gift of Edward G. Kennedy, 1929",,Cloisonné
24.80.139,42137,Asian Art,1924.0,Figurine,China,,,1777,1833,"Bequest of Mary Clark Thompson, 1923",,Jade
24.80.138,42138,Asian Art,1924.0,Figure,China,,,1700,1799,"Bequest of Mary Clark Thompson, 1923",,Jade
24.80.136,42139,Asian Art,1924.0,Brush washer,China,,,1767,1833,"Bequest of Mary Clark Thompson, 1923",,Jade
"04.6.16a, b",42140,Asian Art,1904.0,Covered box,China,,,1700,1799,"The F.O. Matthiessen Collection, Gift of Mrs. Emma Matthiessen, in memory of her husband, 1903",,Jade
21.175.92,42141,Asian Art,1921.0,Brush Holder,China,,,1777,1799,"Bequest of Edmund C. Converse, 1921",,Jade
65.86.109,42142,Asian Art,1965.0,Figurine,China,,,1700,1899,"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin, 1965",,Jade
24.80.143,42143,Asian Art,1924.0,Flower holder,China,,,1700,1899,"Bequest of Mary Clark Thompson, 1923",,Hardstone
81.1.642,42144,Asian Art,1881.0,Vase,China,,,1700,1799,"Bequest of Stephen Whitney Phoenix, 1881",,Enamels
"08.97a, b",42145,Asian Art,1908.0,Figure,China,,,1567,1633,"Rogers Fund, 1908",,Sculpture
14.58.173,42146,Asian Art,1914.0,Vessel,China,,,1800,1899,"Bequest of John L. Cadwalader, 1914",,Metalwork
1987.112,42147,Asian Art,1987.0,Vase,China,,,1200,1299,"Purchase, The B. D. G. Leviton Foundation Gift, 1987",,Metalwork
21.175.145,42148,Asian Art,1921.0,Jade mountain,China,,,1767,1799,"Bequest of Edmund C. Converse, 1921",,Jade
"02.18.617a, b",42149,Asian Art,1902.0,Table screen,China,,,1700,1899,"Gift of Heber R. Bishop, 1902",,Jade
"02.18.608a, b",42150,Asian Art,1902.0,Pilgrim bottle,China,,,1736,1795,"Gift of Heber R. Bishop, 1902",,Jade
02.18.610,42151,Asian Art,1902.0,Figure,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
02.18.355,42152,Asian Art,1902.0,Water receptacle,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
"02.18.537a, b",42153,Asian Art,1902.0,Incense burner with cover,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
02.18.538,42154,Asian Art,1902.0,Covered box,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
02.18.539,42155,Asian Art,1902.0,Vase,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
1995.418a–d,42156,Asian Art,1995.0,Wall panel,China,,,1800,1899,"Purchase, The Vincent Astor Foundation Gift, 1995",,Furniture
1994.381,42157,Asian Art,1994.0,Brush holder,China,,,1600,1699,"Purchase, Florence and Herbert Irving Gift, 1994",,Bamboo
1994.382,42158,Asian Art,1994.0,Brush Holder,China,Gu Jue,Chinese,1667,1699,"Purchase, Eileen W. Bamberger Bequest, in memory of her husband, Max Bamberger, 1994",,Bamboo
x.562,42159,Asian Art,,Tapestry panel,China,,,1700,1799,Museum Accession,,Textiles-Tapestries
x.563,42160,Asian Art,,Panel,China,,,1700,1799,Museum Accession,,Textiles-Tapestries
1992.165.25,42161,Asian Art,1992.0,Handle,China,,,1,199,"Charlotte C. and John C. Weber Collection, Gift of Charlotte C. and John C. Weber, 1992",,Metalwork
38.158.1a–n,42162,Asian Art,1938.0,Altarpiece,China,,,524,524,"Rogers Fund, 1938",,Sculpture
19.186,42163,Asian Art,1919.0,Figure,China,,,600,633,"Rogers Fund, 1919",,Sculpture
24.72.1,42164,Asian Art,1924.0,Altar table,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.2a–c,42165,Asian Art,1924.0,Wine container and pedestal,China,,,-1035,-1000,"Munsey Fund, 1931",,Metalwork
"24.72.3a, b",42166,Asian Art,1924.0,Wine container with lid,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.4,42167,Asian Art,1924.0,Wine container,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
"24.72.5a, b",42168,Asian Art,1924.0,Water vessel,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.6,42169,Asian Art,1924.0,Wine cup,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.7,42170,Asian Art,1924.0,Wine container,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.8,42171,Asian Art,1924.0,Ladle,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.9,42172,Asian Art,1924.0,Wine vessel,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.10,42173,Asian Art,1924.0,Wine beaker,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.11,42174,Asian Art,1924.0,Wine cup,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.12,42175,Asian Art,1924.0,Wine cup,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.13,42176,Asian Art,1924.0,Wine vessel,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
24.72.14,42177,Asian Art,1924.0,Wine cup,China,,,-1033,-1000,"Munsey Fund, 1931",,Metalwork
1992.165.19,42178,Asian Art,1992.0,Figure,China,,,-199,-100,"Charlotte C. and John C. Weber Collection, Gift of Charlotte C. and John C. Weber, 1992",,Tomb Pottery
1985.214.10,42179,Asian Art,1985.0,Ornament,China,,,-400,-200,"Gift of Ernest Erickson Foundation, 1985",,Metalwork
1992.165.22a–j,42180,Asian Art,1992.0,Belt plaques,China,,,600,733,"Charlotte C. and John C. Weber Collection, Gift of Charlotte C. and John C. Weber, 1992",,Jade
"1985.214.16a, b",42181,Asian Art,1985.0,Box,China,,,700,799,"Gift of Ernest Erickson Foundation, 1985",,Metalwork
1985.214.17,42182,Asian Art,1985.0,Cup,China,,,700,799,"Gift of Ernest Erickson Foundation, 1985",,Metalwork
1974.268.11,42183,Asian Art,1974.0,Dish,China,,,667,733,"Purchase, Arthur M. Sackler Gift, 1974",,Metalwork
1974.268.13,42184,Asian Art,1974.0,Scissors,China,,,600,899,"Purchase, Arthur M. Sackler Gift, 1974",,Metalwork
1974.274.1,42185,Asian Art,1974.0,Cup,China,,,700,799,"Gift of John M. Crawford Jr., in memory of Joseph H. Heil, 1974",,Metalwork
46.146,42187,Asian Art,1946.0,Handscroll,China,Chen Chun,Chinese,1483,1544,"Rogers Fund, 1946",,Paintings
02.18.640,42188,Asian Art,1902.0,Figure,China,,,1700,1799,"Gift of Heber R. Bishop, 1902",,Jade
1991.253.12,42189,Asian Art,1991.0,Figure,China,,,667,749,"Gift of Stanley Herzman, in memory of Adele Herzman, 1991",,Tomb Pottery
1979.109,42190,Asian Art,1979.0,Vase,China,,,1567,1633,"Gift of Mrs. Eugene L. Garbáty, in memory of Eugene L. Garbáty, 1979",,Ceramics
"24.80.150a, b",42191,Asian Art,1924.0,Jar,China,,,1667,1733,"Bequest of Mary Clark Thompson, 1923",,Ceramics
1974.223,42192,Asian Art,1974.0,Vase,China,,,1800,1899,"Gift of Mr. and Mrs. Hugh J. Grant, 1974",,Ceramics
62.101.1,42193,Asian Art,1962.0,Incense burner,China,,,1512,1512,"Gift of Mrs. Harry Payne Bingham, 1962",,Ceramics
24.170.1,42194,Asian Art,1924.0,Dish,China,,,1590,1610,"Fletcher Fund, 1924",,Ceramics
23.263,42195,Asian Art,1923.0,Bowl,China,,,1567,1599,"Avery Fund, 1923",,Ceramics
11.60.99,42196,Asian Art,1911.0,Dish,China,,,1600,1699,"Bequest of Mrs. Maria P. James, 1911",,Ceramics
32.100.420,42197,Asian Art,1932.0,Dish,China,,,1710,1730,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,Ceramics
14.40.275,42199,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.279,42200,Asian Art,1914.0,Vase,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.328,42201,Asian Art,1914.0,Vase,China,,,1667,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.288,42202,Asian Art,1914.0,Bottle,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.423,42203,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.276,42204,Asian Art,1914.0,Vase,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.190,42205,Asian Art,1914.0,Vase,China,,,1700,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.197,42206,Asian Art,1914.0,Vase,China,,,1736,1795,"Bequest of Benjamin Altman, 1913",,Ceramics
"14.40.189a, b",42207,Asian Art,1914.0,Jar,China,,,1700,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.34,42208,Asian Art,1914.0,Vase,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.131,42209,Asian Art,1914.0,Bottle,China,,,1700,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
19.136.4,42210,Asian Art,1919.0,Kendi,China,,,1567,1599,"Rogers Fund, 1919",,Ceramics
14.40.33,42211,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.27,42212,Asian Art,1914.0,Bottle,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.31,42213,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.141,42215,Asian Art,1914.0,Vase,China,,,1736,1795,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.20,42216,Asian Art,1914.0,Vase,China,,,1700,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.362,42217,Asian Art,1914.0,Vase,China,,,1662,1722,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.334,42218,Asian Art,1914.0,Vase,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.419,42220,Asian Art,1914.0,Vase,China,,,1800,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.91,42221,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.398,42222,Asian Art,1914.0,Vase,China,,,1800,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.399,42223,Asian Art,1914.0,Vase,China,,,1867,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.418,42224,Asian Art,1914.0,Vase,China,,,1867,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.381,42225,Asian Art,1914.0,Vase,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.8,42226,Asian Art,1914.0,Vase,China,,,1700,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.363,42227,Asian Art,1914.0,Jar,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.241,42228,Asian Art,1914.0,Vase,China,,,1800,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.377,42229,Asian Art,1914.0,Vase,China,,,1713,1722,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.385,42230,Asian Art,1914.0,Brush washer,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
"14.40.357a, b",42231,Asian Art,1914.0,Box,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.374,42232,Asian Art,1914.0,Vase,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.14,42233,Asian Art,1914.0,Vase,China,,,1767,1833,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.13,42234,Asian Art,1914.0,Vase,China,,,1767,1833,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.92,42235,Asian Art,1914.0,Vase,China,,,1767,1833,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.93,42236,Asian Art,1914.0,Vase,China,,,1767,1833,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.15,42237,Asian Art,1914.0,Vase,China,,,1800,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.321,42238,Asian Art,1914.0,Vase,China,,,1767,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.396,42239,Asian Art,1914.0,Vase,China,,,1767,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.397,42240,Asian Art,1914.0,Vase,China,,,1767,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.166,42241,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.322,42242,Asian Art,1914.0,Vase,China,,,1600,1699,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.165,42243,Asian Art,1914.0,Vase,China,,,1767,1799,"Bequest of Benjamin Altman, 1913",,Ceramics
64.279.1,42244,Asian Art,1964.0,Brush washer,China,,,1713,1722,"Gift of Edwin C. Vogel, 1964",,Ceramics
14.40.367,42245,Asian Art,1914.0,Vase,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.366,42246,Asian Art,1914.0,Vase,China,,,1678,1688,"Bequest of Benjamin Altman, 1913",,Ceramics
67.245.5,42247,Asian Art,1967.0,Jar,China,,,1713,1722,"Gift of Edwin C. Vogel, 1967",,Ceramics
14.40.70,42248,Asian Art,1914.0,Vase,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.113,42249,Asian Art,1914.0,Vase,China,,,1667,1833,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.235,42250,Asian Art,1914.0,Vase,China,,,1734,1766,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.232,42251,Asian Art,1914.0,Vase,China,,,1734,1766,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.108,42252,Asian Art,1914.0,Bowl,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
"14.40.234a, b",42253,Asian Art,1914.0,Jar,China,,,1767,1899,"Bequest of Benjamin Altman, 1913",,Ceramics
"14.40.231a, b",42254,Asian Art,1914.0,Jar with Cover,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.239,42255,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.94,42256,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.95,42257,Asian Art,1914.0,Vase,China,,,1700,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
14.40.160,42258,Asian Art,1914.0,Plate,China,,,1667,1733,"Bequest of Benjamin Altman, 1913",,Ceramics
1973.121.13,42260,Asian Art,1973.0,Fan mounted as an album leaf,China,Sheng Mou,Chinese,1349,1349,"Ex coll.: C. C. Wang Family, Purchase, Florance Waterbury Bequest and Gift of Mr. and Mrs. Nathan Cummings, by exchange, 1973
",,Paintings
1973.121.14,42261,Asian Art,1973.0,Fan mounted as an album leaf,China,Sheng Zhu,Chinese,1360,1380,"Ex coll.: C. C. Wang Family, Purchase, Bequest of Martha T. Fiske Collord, in memory of her first husband, Josiah M. Fiske, Bequest of Mrs. Beekman Hoppin, and Gift of Herman Cooper, by exchange, 1973
",,Paintings
64.279.15,42267,Asian Art,1964.0,Vase,China,,,1667,1735,"Gift of Edwin C. Vogel, 1964",,Ceramics
63.213.7,42269,Asian Art,1963.0,Figure,China,,,1667,1733,"Gift of Edwin C. Vogel, 1963
",,Ceramics
63.213.8,42271,Asian Art,1963.0,Figure,China,,,1667,1733,"Gift of Edwin C. Vogel, 1963",,Ceramics
64.279.14,42272,Asian Art,1964.0,Vase,China,,,1667,1735,"Gift of Edwin C. Vogel, 1964",,Ceramics
62.222.8,42273,Asian Art,1962.0,Figure,China,,,1667,1733,"Gift of Edwin C. Vogel, 1962",,Ceramics
62.222.9,42274,Asian Art,1962.0,Figure,China,,,1667,1733,"Gift of Edwin C. Vogel, 1962",,Ceramics
"61.200.37a, b",42275,Asian Art,1961.0,Figure,China,,,1667,1733,"Bequest of John D. Rockefeller Jr., 1960",,Ceramics
64.279.3,42277,Asian Art,1964.0,Bowl,China,,,1667,1733,"Gift of Edwin C. Vogel, 1964",,Ceramics
61.200.32,42279,Asian Art,1961.0,Vase,China,,,1667,1733,"Bequest of John D. Rockefeller Jr., 1960",,Ceramics
62.222.1,42280,Asian Art,1962.0,Vase,China,,,1667,1733,"Gift of Edwin C. Vogel, 1962",,Ceramics
62.222.2,42281,Asian Art,1962.0,Vase,China,,,1667,1733,"Gift of Edwin C. Vogel, 1962",,Ceramics
"64.279.5a, b",42283,Asian Art,1964.0,Vase,China,,,1667,1733,"Gift of Edwin C. Vogel, 1964",,Ceramics
"64.279.6a, b",42284,Asian Art,1964.0,Vase,China,,,1667,1733,"Gift of Edwin C. Vogel, 1964",,Ceramics
61.200.42,42287,Asian Art,1961.0,Vase,China,,,1644,1911,"Bequest of John D. Rockefeller Jr., 1960",,Ceramics
64.279.10,42289,Asian Art,1964.0,Bowl,China,,,1662,1722,"Gift of Edwin C. Vogel, 1964",,Ceramics
61.200.7,42290,Asian Art,1961.0,Ewer,China,,,1667,1733,"Bequest of John D. Rockefeller Jr., 1960",,Ceramics
64.279.8,42291,Asian Art,1964.0,Winepot with cover,China,,,1667,1722,"Gift of Edwin C. Vogel, 1964",,Ceramics
64.279.7,42292,Asian Art,1964.0,Winepot,China,,,1667,1733,"Gift of Edwin C. Vogel, 1964",,Ceramics
"64.279.9a, b",42294,Asian Art,1964.0,Figure,China,,,1667,1722,"Gift of Edwin C. Vogel, 1964",,Ceramics
63.213.3,42295,Asian Art,1963.0,Figure,China,,,1667,1733,"Gift of Edwin C. Vogel, 1963",,Ceramics
63.213.4,42297,Asian Art,1963.0,Figure,China,,,1667,1733,"Gift of Edwin C. Vogel, 1963",,Ceramics
61.200.57,42299,Asian Art,1961.0,Plate,China,,,1667,1733,"Bequest of John D. Rockefeller Jr., 1960",,Ceramics
25.35.3,42300,Asian Art,1925.0,Dish,China,,,1700,1799,"Rogers Fund, 1925",,Ceramics
25.35.4,42302,Asian Art,1925.0,Dish,China,,,1700,1799,"Rogers Fund, 1925",,Ceramics
25.35.5,42303,Asian Art,1925.0,Dish,China,,,1723,1735,"Rogers Fund, 1925",,Ceramics
1984.362,42304,Asian Art,1984.0,Cup,China,,,1700,1799,"Gift of Dr. and Mrs. George Fan, 1984",,Ceramics
79.2.693,42315,Asian Art,1879.0,Dish,China,,,1720,1760,"Purchase by subscription, 1879",,Ceramics
79.2.590,42316,Asian Art,1879.0,Dish,China,,,1720,1760,"Purchase by subscription, 1879",,Ceramics
17.120.194,42317,Asian Art,1917.0,Vase,China,,,1736,1795,"Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher, 1917",,Ceramics
65.86.21,42318,Asian Art,1965.0,Dish,China,,,1736,1795,"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin, 1965",,Ceramics
65.86.12,42319,Asian Art,1965.0,Bowl,China,,,1723,1735,"Alfred W. Hoyt Collection, Bequest of Rosina H. Hoppin, 1965",,Ceramics
79.2.689,42320,Asian Art,1879.0,Dish,China,,,1720,1760,"Purchase by subscription, 1879",,Ceramics
79.2.571,42321,Asian Art,1879.0,Plate,China,,,1700,1799,"Purchase by subscription, 1879",,Ceramics
68.4.1,42322,Asian Art,1968.0,Vase,China,,,1915,1935,"Gift of Mr. and Mrs. Harleigh G. Wathen, 1968",,Ceramics
"1982.362a, b",42323,Asian Art,1982.0,Teapot,China,Shi Dabin,Chinese,1600,1633,"Purchase, Ann Eden Woodward Foundation Gift, 1982",,Ceramics
1984.472,42324,Asian Art,1984.0,Vase,China,Chen Jinhou,Chinese,1700,1799,"Gift of Michael Abraham, 1984",,Ceramics
68.4.2,42325,Asian Art,1968.0,Vase,China,,,1915,1935,"Gift of Mr. and Mrs. Harleigh G. Wathen, 1968",,Ceramics
79.2.79,42326,Asian Art,1879.0,Vase,China,,,1840,1859,"Purchase by subscription, 1879",,Ceramics
1982.2.2,42328,Asian Art,1982.0,Hanging scroll,China,Lu Guang,,1359,1379,"Ex coll.: C. C. Wang Family, Edward Elliott Family Collection, Purchase, The Dillon Fund Gift, 1982
",,Paintings
1994.308,42329,Asian Art,1994.0,Handscroll,China,Zheng Yuanyou,Chinese,1345,1345,"Purchase, Friends of Asian Art Gifts, 1994",,Calligraphy
50.61.10,42331,Asian Art,1950.0,Jar,China,,,-399,-200,"Harris Brisbane Dick Fund, 1950",,Ceramics
1977.449.5,42332,Asian Art,1977.0,Bowl,China,,,-850,-350,"Gift of Dr. Paul Singer, 1977",,Ceramics
1986.75.2,42333,Asian Art,1986.0,Covered jar,China,,,-500,-350,"Purchase, Gloria H. Spivak Gift, 1986",,Ceramics
1978.395,42334,Asian Art,1978.0,Bowl,China,,,317,420,"Gift of Dr. and Mrs. George Fan, 1978",,Ceramics
1990.291.1,42335,Asian Art,1990.0,Candle stand,China,,,265,316,"Gift of Mr. and Mrs. Stanley Herzman, 1990",,Ceramics
1992.332.1,42336,Asian Art,1992.0,Bottle,China,,,1634,1666,"Bequest of Mildred J. Linburn, 1992",,Ceramics
17.2,42337,Asian Art,1917.0,Vase,China,,,1634,1666,"Rogers Fund, 1918",,Ceramics
79.2.453,42338,Asian Art,1879.0,Vase,China,,,1667,1699,"Purchase by subscription, 1879",,Ceramics
79.2.366,42340,Asian Art,1879.0,Brush holder,China,,,1634,1666,"Purchase by subscription, 1879",,Ceramics
29.100.308,42341,Asian Art,1929.0,Vase,China,,,1671,1699,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,Ceramics
1991.253.2,42348,Asian Art,1991.0,Vessel,China,,,250,450,"Gift of Stanley Herzman, in memory of Adele Herzman, 1991",,Ceramics
18.56.59,42349,Asian Art,1918.0,Plate,China,,,1662,1722,"Rogers Fund, 1918",,Ceramics
1979.353,42350,Asian Art,1979.0,Ewer,China,,,300,499,"Gift of Mrs. Richard E. Linburn,1979",,Ceramics
1985.66,42351,Asian Art,1985.0,Vessel,China,,,265,316,"Purchase, Mr. and Mrs. William P. Frankenhoff, Ann Eden Woodward Foundation, Ashkenazie & Co., Earl and Irene Morse and Betsie Erskine Gifts and Rogers Fund, 1985",,Ceramics
79.2.419,42352,Asian Art,1879.0,Bowl,China,,,1634,1666,"Purchase by subscription, 1879",,Ceramics
1985.214.130,42353,Asian Art,1985.0,Bottle,China,,,581,618,"Gift of Ernest Erickson Foundation, 1985",,Ceramics
24.80.165,42354,Asian Art,1924.0,Vase,China,,,1634,1699,"Bequest of Mary Clark Thompson, 1923",,Ceramics
79.2.255,42355,Asian Art,1879.0,Vase,China,,,1667,1733,"Purchase by subscription, 1879",,Ceramics
79.2.359a–c,42356,Asian Art,1879.0,Huqqa base,China,,,1700,1733,"Purchase by subscription, 1879",,Ceramics
60.75.2,42357,Asian Art,1960.0,Vessel,China,,,265,420,"Harris Brisbane Dick Fund, 1960",,Ceramics
79.2.263,42358,Asian Art,1879.0,Vase,China,,,1667,1733,"Purchase by subscription, 1879",,Ceramics
"65.74.2a, b",42359,Asian Art,1965.0,Incense burner,China,,,25,220,"Gift of Florance Waterbury, 1965",,Tomb Pottery
24.80.537,42360,Asian Art,1924.0,Vase,China,,,1700,1733,"Bequest of Mary Clark Thompson, 1923",,Ceramics
1991.253.1,42361,Asian Art,1991.0,Figure,China,,,25,220,"Gift of Stanley Herzman, in memory of Adele Herzman, 1991",,Ceramics
79.2.129,42362,Asian Art,1879.0,Dish,China,,,1723,1735,"Purchase by subscription, 1879",,Ceramics
50.145.286,42363,Asian Art,1950.0,Vase,China,,,1713,1722,"Bequest of Mary Stillman Harkness, 1950",,Ceramics
32.100.434,42364,Asian Art,1932.0,Vase,China,,,1723,1735,"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,Ceramics
"1985.214.129a, b",42365,Asian Art,1985.0,Incense burner,China,,,-200,-1,"Gift of Ernest Erickson Foundation, 1985",,Tomb Pottery
24.80.258,42366,Asian Art,1924.0,Vase,China,,,1678,1712,"Bequest of Mary Clark Thompson, 1923",,Ceramics
"1986.170a, b",42367,Asian Art,1986.0,Jar,China,,,-99,1,"Purchase, Mr. and Mrs. Oscar Tang Gift, 1986",,Ceramics
1978.529,42368,Asian Art,1978.0,Vase,China,,,1736,1795,"Gift of Mrs. Eugene L. Garbáty, in memory of Eugene L. Garbáty, 1978",,Ceramics
29.100.168,42369,Asian Art,1929.0,Jar,China,,,-100,100,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,Ceramics
29.100.314,42370,Asian Art,1929.0,Ewer,China,,,1734,1766,"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,Ceramics
68.149.15,42371,Asian Art,1968.0,Figure,China,,,265,316,"Bequest of Florance Waterbury, in memory of her father, John I. Waterbury, 1968",,Tomb Pottery
27.46,42372,Asian Art,1927.0,Lamp,China,,,551,599,"Fletcher Fund, 1927",,Ceramics
